Titel;Untertitel;Author_id;Author;Pubikationsjahr;Schlagwort;Genre;Textausschnitt;Textausschnitt online kostenfrei verfügbar;Sprache
Hinter verzauberten Fenstern;Eine geheimnissvolle Adventsgeschichte;4;Cornelia Funke;2003;Fantasy;Kinderbuch/Jugendliteratur;Ihre Mutter drehte sich ärgerlich um und ging zurück zu ihrer Kaffeemaschine, schaufelte Massen von Kaffeepulver in den Filter und machte sie an. Das Ding fing fast sofort an zu blubbern und zu glucksen. »Gib mir bitte mal einen Becher aus dem Schrank.<< Julia ging zum Schrank und holte den Becher. Am liebsten hätte sie ihn auf dem blöden Kalender zerdeppert. »Sie ihn dir doch wenigstens mal an!«, sagte Mama. Julia schüttelte den Kopf. »Na, dann nicht!«, sagte Mama und knallte den leeren Becher auf den Tisch. Ihre Stimme klang überhaupt nicht mehr freundlich. »Dann hast du dieses Jahr eben keinen Kalender. Glaub bloß nicht, dass ich dir noch einen kaufe.« »Mama, hängst du jetzt meinen Kalender auf?«, fragte Olli und grinste dabei triumphierend zu seiner großen Schwester hinüber. »Ja, ich komme«, sagte ihre Mutter und ging zur;nein;de
Hinter verzauberten Fenstern;Eine geheimnissvolle Adventsgeschichte;4;Cornelia Funke;2003;Fantasy;Kinderbuch/Jugendliteratur;sein? Sie hatte sich schon immer gewünscht, mal ein richtiges Geheimnis zu haben. Jetzt hatte sie eins. Und ein Geheimnis musste man geheim halten. »Ich hab heute keine Lust zum Fernsehen«, sagte sie und stand auf. »Ich geh nach oben lesen.« »Ist gut«, sagte Mama, »viel Spaß.« Ollis Augen hingen an ihr wie Kletten. Julia gemächlich die Treppe hinauf. Damit ja keiner auf die Idee kam, sie hätte es eilig. In ihrem Zimmer angekommen, holte sie erst mal ihren Geheimschlüssel aus dem Regal und schloss ab, damit Olli nicht plötzlich wieder in ihrem Zimmer stand. Dann krabbelte sie mit klopfendem Herzen auf ihr Bett und lugte in das offene Fenster. Es war hell wie ein erleuchtetes Fenster in einem echten Haus. Und da hing die Jacke. Rot und grün kariert. Aus der einen Tasche baumelte ein Taschentuchzipfel heraus, und der eine Ärmel hatte einen großen Flicken am Ellbogen. Der, dem sie gehörte, dachte Julia und biss vor Aufregung auf ihren Fingernägeln herum, ist bestimmt hinter dem zweiten Fenster.;nein;de
Hinter verzauberten Fenstern;Eine geheimnissvolle Adventsgeschichte;4;Cornelia Funke;2003;Fantasy;Kinderbuch/Jugendliteratur;»Ich bin ganz platt!«, sagte Julia. »Ich weiß überhaupt nicht, was ich sagen soll. Ein Fest nur für mich?«< »Ja!« Jakobus lächelte stolz. »Allerdings wirst du dafür hinter den nächsten Fenstern nur zugezogene Gardinen zu sehen kriegen. Schließlich müssen wir alles vorbereiten. Aber am Nikolausabend kommst du zu mir, und wir gehen zusammen runter. Einverstanden?« »Einverstanden!« Julia strahlte. »Ach, ich kann es jetzt schon kaum noch erwarten. Ich -«, plötzlich wurde sie starr vor Schreck und blickte in ihr Zimmer. »O nein!« Ihre Tür war aufgegangen, und hereinspaziert kam -wer wohl - Olli natürlich. Überrascht sah er auf ihr leeres Bett. »Oh, wer ist das denn?«, fragte Jakobus neugierig. »Mein Bruder!« Julia sprang auf. Olli sah unter ihr Bett und hinter die Tür. Dann stürzte er aus dem Zimmer. »Ich muss schnell zurück!« Hastig lief sie zu dem offenen Kalenderfenster. »Sonst kriege ich Ärger!« »Wieso Ärger?«, fragte Jakobus verdutzt. »Das erklär ich dir ein anderes Mal.« Julia trat unruhig von einem Fuß auf den anderen.;nein;de
Der kleine Prinz;;5;Antoine de Saint-Exupéry;1946;Fiktion;Kinderbuch/Jugendliteratur;"Als wir stundenlang schweigend dahingezogen waren, brach die Nacht herein und die Sterne begannen zu leuchten. Ich sah sie wie im Traum, ich hatte ein wenig Fieber vor Durst. Die Worte des kleinen Prinzen tanzten durch mein Bewußtsein: ""Du hast also auch Durst?"" fragte ich ihn. Er antwortete nicht auf meine Frage. Er sagte einfach: ""Wasser kann auch gut sein für das Herz..."" Ich verstand seine Worte nicht, aber ich schwieg. ... Ich wußte gut, daß man ihn nicht fragen durfte. Er war müde. Er setzte sich. Ich setzte mich neben ihn. Und, nach einem Schweigen sagte er noch: ""Die Sterne sind schön, weil sie an eine Blume erinnern, die man nicht sieht. Ich antwortete: ""Gewiß"", und betrachtete schweigend die Falten des Sandes unter dem Monde. „Die Wüste ist schön"", fügte er hinzu. Und das war wahr. Ich habe die Wüste immer geliebt. Man setzt sich auf eine Sanddüne. Man sieht nichts. Man hört nichts. Und währenddessen strahlt etwas in der Stille. ""Es macht die Wüste schön"", sagte der kleine Prinz, ""daß sie irgendwo einen Brunnen birgt."" Ich war überrascht, dieses geheimnisvolle Leuchten des Sandes plötzlich zu verstehen. ten des Als ich ein kleiner Knabe war, wohnte ich in einem alten Haus, und die Sage erzählte, daß darin ein Schatz versteckt sei. Gewiß, es hat ihn nie jemand zu entdecken vermocht, vielleicht hat ihn auch nie jemand gesucht. Aber er verzauberte dieses ganze Haus. Mein Haus barg ein Geheimnis auf dem Grunde seines Herzens...";nein;de
Der kleine Prinz;;5;Antoine de Saint-Exupéry;1946;Fiktion;Kunstmärchen;"Den nächsten Planeten bewohnte ein Säufer. Dieser Besuch war sehr kurz, aber er tauchte den kleinen Prinzen in eine tiefe Schwermut. ""Was machst du da?"" fragte er den Säufer, den er stumm vor einer Reihe leerer und einer Reihe voller Flaschen sitzend antraf. ""Ich trinke"", antwortete der Säufer mit düsterer Miene. ""Warum trinkst du?"" fragte ihn der kleine Prinz. ""Um zu vergessen"", antwortete der Säufer. „Um was zu vergessen?"" erkundigte sich der kleine Prinz, der ihn schon bedauerte. ""Um zu vergessen, daß ich mich schäme"", gestand der Säufer und senkte den Kopf. ""Weshalb schämst du dich?"" fragte der kleine Prinz, der den Wunsch hatte, ihm zu helfen. ""Weil ich saufe!"" endete der Säufer und verschloß sich endgültig in sein Schweigen. Und der kleine Prinz verschwand bestürzt. Die großen Leute sind entschieden sehr, sehr wunderlich, sagte er zu sich auf seiner Reise.";nein;de
Der kleine Prinz;;5;Antoine de Saint-Exupéry;1946;Fiktion;Kunstmärchen;"Er war wirklich sehr aufgebracht. Er schüttelte sein goldenes Haar im Wind. ""Ich kenne einen Planeten, auf dem ein puterroter Herr haust. Er hat nie den Duft einer Blume geatmet. Er hat nie einen Stern angeschaut. Er hat nie jemanden geliebt. Er hat nie etwas anderes als Additionen gemacht. Und den ganzen Tag wiederholt er wie du: Ich bin ein ernsthafter Mann! Ich bin ein ernsthafter Mann! Und das macht ihn ganz geschwollen vor Hochmut. Aber das ist kein Mensch, das ist ein Schwamm."" ""Ein was?"" ""Ein Schwamm!"" Der kleine Prinz war jetzt ganz blaß vor Zorn. ""Es sind nun Millionen Jahre, daß die Blumen Dornen hervorbringen. Es sind Millionen Jahre, daß die Schafe trotzdem die Blumen fressen. Und du findest es unwichtig, wenn man wissen möchte, warum sie sich so viel Mühe geben, Dornen hervorzubringen, die zu nichts Zweck haben? Dieser Kampf der Schafe mit den Blumen soll unwichtig sein? Weniger ernsthaft als die Additionen eines dicken, roten Mannes? Und wenn ich eine Blume kenne, die es in der ganzen Welt nur ein einziges Mal gibt, nirgends anders als auf meinem kleinen Planeten, und wenn ein kleines Schaf, ohne zu wissen, was es tut, diese Blume eines Morgens so mit einem einzigen Biß auslöschen kann, das soll nicht wichtig sein?!"" Er wurde rot vor Erregung und fuhr fort: ""Wenn einer eine Blume liebt, die es nur ein einziges Mal gibt auf allen Millionen und Millionen Sternen, dann genügt es ihm völlig, daß er zu ihnen hinaufschaut, um glücklich zu sein. Er sagt sich: Meine Blume ist da oben, irgendwo... Wenn aber das Schaf die Blume frißt, so ist es für ihn, als wären plötzlich alle Sterne ausgelöscht! Und das soll nicht wichtig sein?""";nein;de
Das Gold der Maori;;6;Sarah Lark;2010;History;Roman;Am Morgen des 23. März wurden die verurteilten Frauen in vergitterten Planwagen auf die Asia gebracht, ein Segelschiff, dessen Größe zwar auf den ersten Blick imponierend wirkte, neben den Prison Hulks, den mehrstöckigen Gefängnisschiffen in Woolwich aber eher klein war. Nicht nur das Frauengefängnis in London platzte aus allen Nähten. Die Haftanstalten für Männer waren derart überfüllt, dass man auf Schiffe am Dock von Woolwich auswich. Die Haftbedingungen darin sollten schrecklich sein. Lizzie gruselte es allein bei dem Anblick der schweren, bauchigen Schiffe. Die Asia - angeblich hatte sie bereits fünf Reisen nach Australien und zurück ohne Schäden absolviert erschien dagegen fast einladend. Neben etwa hundert normalen Passagieren fanden unter Deck gut hundertfünfzig Sträflinge Unterkunft, dazu dreißig Mann Wachpersonal und die Mannschaft des Masters John Roskell. Viel Platz für jeden Einzelnen gab es da nicht. Lizzie war entsetzt, als man sie eine Stiege hinunter in einen riesigen, dunklen Raum führte. Nur durch Holzverschläge abgetrennt, die wohl zur Befestigung der Pritschen nötig waren, wurden im ersten Zwischendeck etwa hundert Frauen untergebracht. Ein paar weitere schafften die Wachen noch tiefer nach unten in den Bauch des Schiffes. Zuletzt trieb man dort auch noch zwölf Männer hinein, einer an den anderen gekettet. Die Frauen hörten, wie sich der Master des Schiffes und ein paar Aufseher der Prison Hulks darüber stritten.;ja;de
Das Gold der Maori;;6;Sarah Lark;2010;History;Roman;»Denken Sie, mein Mann lässt mich jetzt doch mitreisen! Dabei war er zunächst so besorgt um ... uns!« Lizzie streichelte mit einer flüchtigen Bewegung ihren gänzlich flachen Bauch und schaffte es, dabei tatsächlich leicht zu erröten. Ihr Lächeln war herzerwärmend. Der Skipper grinste. »Aber klar, Mylady. Und keine Sorge, auf der Elizabeth Campbell reisen Sie so sicher wie in Abrahams Schoß. Gegen einen kleinen Aufpreis hätten wir sogar eine äußerst komfortable Kabine ...« »Das wäre wundervoll!«<, strahlte Lizzie. »>Oh, hast du gehört, Liebling? Das Schiff heißt Elizabeth. Wie ich!<< Michael fügte sich zähneknirschend. Der »kleine Aufpreis<< würde fast ihr gesamtes Startkapital im neuen Land verschlingen, aber die Kabine war wirklich luxuriös. Lizzie bewunderte die weiß bezogenen Betten, das Waschgeschirr aus Porzellan und den riesigen Spiegel. Sie musterte sich darin prüfend und atmete auf. Nein, niemand konnte ihr ansehen, was sie in dieser Nacht getan hatte! Sie sah brav und etwas hausbacken aus in dem grauen Kleid, das sie von Mrs. Smithers geerbt hatte. Auf ihrem Haar saß ein dazu passender Kapotthut, nicht so flott wie ihr blumengeschmücktes Hütchen aus London, aber passend für eine Dame. »Ich würde mich gern waschen«, sagte sie etwas verschämt zu Michael. »Könntest du ...« Michael verzog sich sofort nach draußen. Lizzie fragte sich, ob er ihr etwas nachtrug. Er konnte nicht wirklich übel nehmen, dass sie David Parsley bestohlen hatte! Und die Umstände ... Lizzie wurde ein bisschen rot. Warum war es eigentlich so viel schlimmer, Liebe vorzutäuschen, als Boote zu stehlen und Whiskey zu brennen? Während Lizzie sich in ihrer Kabine halbwegs sicher fühlte, strich Michael nervös über das Deck des Schiffes. Er hätte doch genauer nachfragen sollen, was mit Parsley geschehen war. Hatte Lizzie ihn wirklich nur betrunken gemacht? Was war, wenn er verfrüht aufwachte? ;ja;de
Das Lied der Maori;;6;Sarah Lark;2008;History;Roman;"Seine Laune, seit Wochen auf dem Tiefpunkt, hob sich beträchtlich. Das Mädchen lachte. »Nein, ich bin Elaine O’Keefe. Helen ist meine Großmutter.« William lächelte. Er wusste, dass er damit Eindruck machte. In Irland hatte sich stets ein aufmerksamer Ausdruck auf die Gesichter der Mädchen geschlichen, wenn sie den Schalk in seinen blauen Augen aufblitzen sahen. »Das tut mir ja fast leid. Sonst hätte ich nämlich glatt eine Geschäftsidee gehabt: ›Wasser aus Queenstown – entdecken Sie den Jungbrunnen!‹« Elaine kicherte. Sie hatte ein schmales Gesicht und eine kleine, vielleicht ein bisschen zu spitze Nase mit unzähligen Sommersprossen. »Sie sollten sich mit meinem Vater zusammentun. Der macht ständig solche Sprüche: ›Spaten gut, alles gut. Goldgräber, kauft eure Ausrüstung im O’Kay Warehouse!‹« »Ich werde es beherzigen«, versprach William und merkte sich den Namen tatsächlich. »Wie ist es jetzt? Bekomme ich ein Zimmer?« Das Mädchen zögerte. »Sie sind Goldgräber? Dann ... na ja, es gibt schon noch freie Zimmer, aber die sind ziemlich teuer. Die meisten Goldgräber können sich die Unterkunft hier nicht leisten ...« »Sehe ich so aus?«, fragte William mit gespielter Strenge. Dabei runzelte er die Stirn unter seinem blonden, üppigen Haarschopf. Elaine musterte ihn jetzt ungeniert. Auf den ersten Blick unterschied er sich nicht allzu sehr von den anderen Goldgräbern, die sie in Queenstown täglich zu sehen bekam. Er wirkte ein wenig schmutzig und abgerissen, trug einen Wachsmantel, blaue Denimhosen und feste Stiefel. Auf den zweiten Blick jedoch erkannte Elaine – als Tochter eines Kaufmanns – die Qualität seiner Ausstattung: Unter dem offenen Mantel war eine teure Lederjacke zu sehen; an den Beinen trug er lederne Chaps; die Stiefel waren aus hochwertigem Material, und das Hutband um seinen breitkrempigen Stetson war aus Pferdehaar geflochten. ";ja;de
Das Lied der Maori;;6;Sarah Lark;2008;History;Roman;"»Nicht jetzt, wo ich sie gesehen habe. Bestimmt verspiele ich mich, und dann schauen alle zu mir hin und vergleichen uns. Ich dachte, das wäre alles übertrieben mit Elaine O’Keefe, aber ...« Gwyn, der diese Worte ans Ohr drangen, biss sich auf die Lippen. Natürlich, die Greenwoods kannten wahrscheinlich jede Einzelheit des Eklats um Elaine und Kura in Queens town. George und Elizabeth waren eng mit Helen befreundet; beide hatten als Jugendliche zu ihren Lieblingsschülern gehört. Helen hatte George in England als Hauslehrerin unterrichtet, und Elizabeth zählte zu den Waisenmädchen, die sie dann nach Neuseeland begleitet hatte. Dabei hielt sie besonders vor George bestimmt nichts geheim. Ohne die tatkräftige Unterstützung des Wollhändlers und Import-Export-Kaufmanns hätte ihr Mann Howard seine Farm nicht lange halten können, und Helens Eheleben wäre noch traumatischer verlaufen, als dies ohnehin schon der Fall war. Dazu hing Ruben O’Keefe mit geradezu abgöttischer Liebe an seinem »Onkel George«; sein jüngerer Sohn war nach ihm benannt. Es war gut möglich, dass Rubens Konversation mit Greenwood – oder die Georgies mit seinem Patenonkel – peinliche Geheimnisse offenbart hatte. Elizabeth, eine blonde, immer noch schlanke Frau in einem schlichten, eleganten Kleid, versuchte, ihrer Tochter zuzureden: »Es ist doch nur dieses einfache Treulich geführt, Jenny. Das spielst du im Schlaf! Du hast es schon in der Kathedrale gespielt!« »Aber wenn sie mich so anguckt, versinke ich im Boden ...« Jenny wies auf Kura, die ihnen jetzt tatsächlich einen eher ungnädigen Blick zuwarf. Schließlich hätte die Musik längst einsetzen müssen. Dabei brauchte Jenny sich wirklich nicht zu verstecken. Sie war ein hochgewachsenes, sehr schlankes Mädchen mit goldblondem Haar und einem schmalen, hübschen Gesicht, das von mattgrünen, großen Augen beherrscht wurde.";ja;de
Das Lied der Maori;;6;Sarah Lark;2008;History;Roman;Elaine trank, aber sie glaubte nicht, dass sie heute noch etwas zu lachen finden würde. Tim Lambert ging an diesem Abend ins Wild Rover, und da würde er bleiben. Genau wie Matt Gawain. Die Männer würden Lainie und Charlene sofort vergessen. Sie fragte sich vage, warum ihr das nicht egal war. Im Grunde wäre es sogar gut, wenn sie Tim loswürde. Hatte sie nicht oft darüber geklagt, dass er zu aufdringlich wurde? Elaine begann brav zu spielen, als die ersten Gäste eintrafen. Aber sie spielte mechanisch und unkonzentriert, was die Männer sofort zu merken schienen. An diesem Abend gab es kaum Drinks für Lainie und keine Musikwünsche. Elaine registrierte das nur nebenbei, doch es erschien ihr normal. Ein paar Häuser weiter spielte und sang Kuramaro-tini. Warum also sollten die Leute ihr zuhören? Elaines Gesicht war bleich und unbeteiligt. Sie schien durch das Klavier und die Wand des Pubs hindurchzusehen – in andere Welten und andere Zeiten. Die Sperrstunde näherte sich quälend langsam. Und dabei wollte Elaine nur noch in ihr kleines Zimmer verschwinden, sich mit Callie im Arm unter den Decken vergraben und diesen Tag einfach vergessen. Morgen musste sie dann Pläne machen. Vielleicht eine andere Stadt, ein anderer Pub ... aber kein anderer Timothy Lambert ... »Guten Abend, Miss Lainie!« Tims fröhliche Stimme riss sie aus ihrer Lethargie. Elaine brach das Lied ab, das sie gerade spielte. Fast ungläubig wandte sie sich um. »Guten Abend, Mr. Tim ...« Ihre Stimme klang tonlos. Tim Lambert sah sie forschend an. »Stimmt etwas nicht, Miss Lainie?« ;ja;de
Das Gold der Maori;;6;Sarah Lark;2010;History;Roman;"Kuti Haoka traf nun endlich seine Entscheidung. »Gut«, erklärte er und wandte sich mit erhobener Stimme an die Menschen seines Stammes. »Kahu Heke, Häuptlingssohn der Ngati Pau, wird mit dem großen Kanu reisen. Er segle mit dem Segen der Götter! Tangaroa möge seine Fahrt begleiten. Wir werden das Kanu vorbereiten.« »Und du«, er wandte sich an Lizzie, »wirst bis morgen hier sicher sein. Aber wenn du meinem Neffen beiliegen willst, so tu es im Versammlungshaus. Ich kenne die Bräuche der pakeha. Und du sollst deine Ehre nicht mit einem Mann meines Blutes beschmutzen.<< Damit wandte der Häuptling sich ab. Lizzie stürzte sich auf Kahu. »Was meint er? Wir sollen heiraten? Wieso das denn?<< Eine gemeinsame Übernachtung im wharenui des Stammes entsprach einer Eheschließung. Männer und Frauen, die einfach nur ihren Spaß miteinander haben wollten, schlichen sich gemeinsam ins Freie. Aber damit beschmutzten sie nach Ansicht der Maori doch nicht die Ehre der Frauen... »Der Häuptling hat etwas missverstanden«<, behauptete Kahu leichthin. >>Mach dir keine Sorgen. Ich tue dir nichts, weder heute Nacht noch auf der Reise.« Lizzie ließ das Thema bereitwillig fallen. Es gab ohnehin Dinge, die sie weit mehr beunruhigten. »Wie stellst du dir die Reise denn überhaupt vor?«, fragte sie und dachte an Michaels und Connors hanebüchene Idee, mit einem Kleinsegler von Australien nach Neuseeland zu fliehen. »Du willst segeln? Oder rudern? Ganz allein? Weißt du, wie weit das ist? Wir müssen um die ganze Insel herum! Das sind viele Meilen, und es ist Winter.<< Das Lizzie meinte sich zu erinnern, dass England keine Gefangenentransporte übers Meer schickte, bevor es Frühling wurde. Das Meer galt im Winter als zu unruhig, und das traf sicher auch auf die Tasmansee zu. Kahu blickte sie streng an. >>Also willst du jetzt weg von dem alten Kerl, der dich sucht, oder nicht?""";ja;de
Im Land der weißen Wolke;;6;Sarah Lark;2007;History;Roman;Wahrscheinlich lag Robert eine unfreundliche Antwort auf der Zunge, denn seine Geschäfte ernährten nicht nur die Familie, sondern machten auch Lucindas Mitarbeit in den diversen Damenkomitees erst möglich. Helen bezweifelte jedenfalls, dass Mrs. Greenwoods überragende organisatorische Fähigkeiten für ihre Wahl gesorgt hatten – eher die Spendenfreudigkeit ihres Gatten. »Ich hatte ein sehr interessantes Gespräch mit einem Wollproduzenten aus Neuseeland, und ...«, begann Robert mit Blick auf seinen ältesten Sohn, doch Lucinda sprach einfach weiter, wobei sie diesmal vor allem William mit ihrem nachsichtigen Lächeln bedachte. »Und ihr, meine lieben Söhne? Sicher habt ihr im Garten gespielt, nicht wahr? Hast du George und Miss Davenport wieder beim Krocket geschlagen, William, mein Liebling?« Helen starrte angestrengt auf ihren Teller, bemerkte aber aus dem Augenwinkel, wie George in seiner typischen Art gen Himmel zwinkerte, als riefe er einen verständnisvollen Engel um Beistand an. Tatsächlich war es William nur ein einziges Mal gelungen, mehr Punkte zu machen als sein älterer Bruder, und damals war George schwer erkältet gewesen.Gewöhnlich brachte sogar Helen den Ball geschickter durch die Toreals William, obwohl sie sich meist unbeholfener anstellte, als sie war, um den Kleinen gewinnen zu lassen. Mrs. Greenwood wusste das zu schätzen, während Mr. Greenwood sie tadelte, wenn er die Täuschung bemerkte. »Der Junge muss sich daran gewöhnen, dass das Leben hart mit Versagern umspringt!«, sagte er streng. »Er muss verlieren lernen, nur dann wird er letztendlich siegen!« Helen bezweifelte, dass William jemals siegen würde, auf welchem Gebiet auch immer, doch ihr flüchtiger Anflug von Mitleid mit dem unglücklichen Kind wurde gleich von dessen nächster Bemerkung zunichte gemacht.;ja;de
Im Land der weißen Wolke;;6;Sarah Lark;2007;History;Roman;"Gwyneira wusste noch genau, wie ihre Mutter geseufzt hatte, als es auch bei Gwyn so weit gewesen war. »Ach, Kind«, hatte sie gesagt, »jetzt trifft dich auch dieser Fluch. Wir werden einen Mann für dich suchen müssen.« Wie das allerdings zusammenhing, hatte dem Mädchen niemand erklärt. Gwyneira unterdrückte die Anwandlung, hysterisch zu kichern, wenn sie an das Gesicht ihrer Mutter bei solchen Fragen dachte.Als Gwyn einmal mögliche Parallelen zur Läufigkeit beim Hund angesprochen hatte, verlangte Lady Silkham nur nach ihrem Riechsalz und zog sich den ganzen Tag in ihr Zimmer zurück. Gwyneira sah sich nach Cleo um, die ihr selbstverständlich folgte. Kiri schien das ein wenig befremdlich zu finden, äußerte sich aber nicht dazu. Vom Salon aus führte eine breite, geschwungene Treppe hinauf zu den Wohnräumen der Familie. Zu Gwyneiras Überraschung waren ihre Zimmer bereits vollständig eingerichtet. »Zimmer sollten sein für Frau von Mr. Gerald«, klärte Kiri sie auf. »Aber dann gestorben. Zimmer immer leer. Aber jetzt Mr. Lucas hat gemacht fertig für Sie!« »Mr. Lucas hat die Zimmer für mich eingerichtet?«, fragte Gwyneira erstaunt. Kiri nickte. »Ja. Hat ausgesucht Möbel von Speicher und geschickt nach ... wie sagen? Leinen für Fenster ...?« »Gardinen, Kiri«, half ihr Gwyneira, die aus dem Staunen gar nicht mehr herauskam. Die Möbel der verstorbenen Mrs. Warden waren aus hellem Holz,die Teppiche in altrosa, beige und blau gehalten. Dazu hatte Lucas oder jemand anders dezente, altrosa Vorhänge aus Seide mit beige-blauer Bordüre ausgewählt und geschickt vor den Fenstern und vor ihrem Bett drapiert. Das Bettzeug bestand aus schneeweißem Leinen; eine blaue Tagesdecke machte die Schlafstatt wohnlich.";ja;de
Im Land der weißen Wolke;;6;Sarah Lark;2007;History;Roman;Daphne schüttelte den Kopf. »Das geht auf keinen Fall, Mädchen! Ein Kind wie du, allein unter hundert, zweihundert Kerlen, ausgehungert bis zum Geht nicht mehr – die verdienen doch höchstens so viel, dass sie sich hier alle halbe Jahre mal ein Mädchen gönnen können! Das sind keine Gentlemen, kleine Miss. Und dein ›Verlobter‹– wie heißt der Knabe? Vielleicht kenne ich ihn.« Fleurette errötete erneut, diesmal vor Empörung. »Ruben würde nie ... er würde nie ...« Daphne lachte. »Da wäre er aber ein seltenes Ausnahmeexemplar seiner Gattung! Glaub mir, Kind, am Ende landen alle hier. Es sei denn, sie sind schwul.Aber das wollen wir in deinem Fall mal nicht annehmen.« Fleur konnte mit dem Wort nicht viel anfangen, war sich aber dennoch sicher, dass Ruben dieses Etablissement nie betreten hatte. Trotzdem nannte sie Daphne seinen Namen. Die überlegte lange und schüttelte schließlich den Kopf. »Nie gehört. Und ich hab ein gutes Gedächtnis für Namen. Sieht also aus, als hätte dein Liebster hier noch kein Vermögen gemacht.« Fleur nickte. »Wenn er ein Vermögen gemacht hätte, hätte er mich ja auch schon geholt!«, sagte sie im Brustton der Überzeugung. »Aber jetzt muss ich los, es wird ja gleich dunkel. Wo sagten Sie, sind diese Lager?« Daphne seufzte. »Da kann ich dich nicht hinschicken, Mädchen, beim besten Willen nicht, und vor allem nicht bei Nacht. Du kämst garantiert nicht intakt wieder raus.Also wird mir wohl nichts anderes übrig bleiben, als direin Zimmer zu vermieten. Die ganze Nacht.« »Aber ich... ich möchte nicht ...« ;ja;de
Im Schatten des Kauribaums;;6;Sarah Lark;2011;History;Roman;Matariki erwiderte ihn mit Gemütsruhe. Sie fand die dunkel gekleidete ältere Dame mit ihrem Lorgnon etwas seltsam – Miss Partridge mochte im Alter ihrer Großmütter aus dem Maori-Dorf sein, aber dort trugniemand eine Sehhilfe. Bedrohlich wirkte die Direktorin jedoch nicht auf sie, und auch das Zimmer mit seinen dunklen, zweifellos aus England importierten Möbeln, den schweren Volants vor den hohen Fenstern und den vielen Bücherregalen an den Wänden schüchterte das Mädchen nicht ein. Matariki fand lediglich das Verhalten ihrer Mutter befremdlich. Die war schon während der gesamten Fahrt von Lawrence nach Dunedin aufgeregt gewesen bis zur Hysterie, krittelte ständig an Matarikis Kleidern und ihrer Haltung herum und wirkte fast, als habe sie selbst die Prüfung zu bestehen, der man ihre Tochter heute unterziehen sollte. »Nicht direkt, M...« Lizzie Drury konnte sich gerade noch bezähmen, die Schulleiterin unterwürfig Madam zu nennen – bei der Vorstellung hätte sie beinahe einen Knicks gemacht. Sie rief sich energisch zur Ordnung. Lizzie war seit mehr als zehn Jahren verheiratet und Herrin über Elizabeth Station, eine Farm bei Lawrence.;ja;de
Im Schatten des Kauribaums;;6;Sarah Lark;2011;History;Roman;Aber die Ansiedlung stirbt ja langsam aus, seit die Goldgräber weiterziehen. Was da noch übrig ist ... na ja, wir mochten die Kinder jedenfalls nicht mehr hinschicken. Deshalb haben wir den Unterricht im letzten Jahr privat geregelt. Allerdings ... die Grenzen unserer Hauslehrerin sind inzwischen erreicht.« Lizzie überprüfte mit nervösen Fingern den Halt ihrer Frisur. Sie trug ihr krauses dunkelblondes Haar ordentlich aufgesteckt unter einem kecken Hütchen. Vielleicht ein zu keckes Hütchen? Vor Miss Partridges würdiger, aber krähenartig dunkler Erscheinung erschienen das zarte Blau und der pastellfarbene Blumenschmuck schon fast zu gewagt. Wenn es nach Lizzie gegangen wäre, hätte sie ihren langweiligen Kapotthut aus der letzten Ecke ihres Kleiderschrankes hervorgekramt und aufgesetzt, um seriöser zu erscheinen. Michael hatte hier jedoch nicht mitgespielt. »Wir fahren in eine Schule, Lizzie, nicht zu einer Beerdigung!«, hatte er lachend gesagt. »Die werden Riki schon nehmen. Warum auch nicht? Sie ist ein aufgewecktes Kind. Na ja, und wenn nicht ... dies ist nicht die einzige Mädchenschule auf der Südinsel!« Lizzie hatte sich breitschlagen lassen, aber vor den gestrengen Augen der Direktorin meinte sie nun doch, im Boden versinken zu müssen.;ja;de
Tintentod;;4;Cornelia Funke;2007;Fantasy;Kinderbuch/Jugendliteratur;»Wie weit ist es noch?« Wie oft hatte sie Mo das auf den endlosen Autofahrten gefragt, an deren Ende ein paar kranke Bücher warteten. »Nicht mehr weit, Meggie!«, glaubte sie seine Stimme sagen zu hören, und für einen Moment gaukelte ihr die Müdigkeit vor, dass er ihr seine Jacke um die kalten Schultern legte, aber e war nur ein Ast, der ihren Rücken streifte. Sie rutschte aus auf dem regenfeuchten Laub, das den Boden wie ein Teppich bedeckte, und nur Roxanes Hand verhinderte, dass sie hinfiel. »Vorsicht, Meggie«, sagte sie, und für einen Augenblick schien ihr Gesicht vertrauter als das ihrer Mutter. »Wir haben den Baum gefunden!« Doria tauchte so plötzlich vor ihnen auf, dass einige der Kleineren erschraken. Er war nass vom Regen und zitterte vor Kälte, aber er sah glücklich aus, so glücklich wie seit vielen Tagen nicht. »Farid ist dortgeblieben. Er will hinaufklettern und nachsehen, ob die Nester noch bewohnbar sind! << Doria breitete die Arme aus. »Sie sind riesig! Wir werden etwas bauen müssen, um die Kleinen hinaufzuziehen, aber ich hab da schon eine Idee! << Meggie hatte ihn noch nie so schnell und so viel reden hören. Eins der Mädchen lief auf ihn zu, und Doria nahm es auf den Arm und drehte sich lachend mit ihm im Kreis. »Der Hänfling wird uns dort oben niemals finden!«, rief er. »Jetzt müssen wir nur noch fliegen lernen, und wir können so frei leben wie die Vögel!« Die Kinder begannen aufgeregt durcheinanderzureden, bis der Schwarze Prinz die Hand hob. »Wo steht der Baum?«, fragte er. Seine Stimme war schwer vor Müdigkeit. Manchmal hatte Meggie Angst, dass das Gift etwas in ihm zerbrochen hatte, dass es einen Schatten auf das Licht geworfen hatte, das immer in ihm gewesen war.;ja;de
